Entity Name,Location,Description,Website
QRA Corp,Halifax,"QRA builds NLP tools for engineering requirements. Your systems engineering background helps you understand the problems they solve for complex projects. This role combines AI with the rigors of engineering design verification.",https://qracorp.com/
Acuicy,Halifax,"Acuicy provides AI-driven business intelligence for low-carbon supply chains. Your data analysis skills are applicable to their environmental impact modeling. This role combines clean tech with supply chain analytics.",https://www.acuicy.com/
eOceans,Atlantic Canada,"eOceans uses AI and crowd-sourced data for marine research. Your background in data pipelines supports their massive ocean data platform. This role contributes to ocean conservation through scalable analytics.",https://www.eoceans.app/
eosense,NS,"eosense manufactures gas flux sensors for environmental monitoring. Your hardware integration skills are relevant to their sensor development. This role supports climate science with precise instrumentation.",https://eosense.com/
Joubeh Technologies,NS,"Joubeh focuses on satellite comms and environmental IoT. Your knowledge of space systems and data transmission aligns with their Iridium-based solutions. This role connects remote environmental sensors to the cloud.",http://www.joubeh.com/
SubC Imaging,Clarenville,"SubC Imaging develops underwater camera systems and lasers, directly aligning with your photogrammetry and 3D reconstruction expertise. Your ability to work with sparse visual data is critical for subsea modelling. This role offers a perfect blend of hardware and advanced vision software.",https://www.subcimaging.com/
Marport Canada,St. John's,"Marport builds software-defined sonar for fisheries and defense. Your signal processing and acoustics knowledge is relevant to their underwater sensing tech. This role offers stability in a key maritime industry.",https://www.marport.com/
eSonar Inc.,St. John's,"eSonar specializes in acoustic telemetry and marine monitoring. Your understanding of sensor data and underwater comms is applicable here. This is a niche role in marine acoustics and data collection.",https://esonar.com/
CoLab Software,St. John's,"CoLab builds design review software for engineers. Your experience with CAD and complex engineering workflows makes you a user-expert for their platform. This role supports the efficiency of engineering teams globally.",https://www.colabsoftware.com/
Verafin,St. John's,"Verafin is a leader in AI for financial crime detection. Their advanced use of machine learning offers a high-tech environment for data science. This role provides exposure to large-scale anomaly detection systems.",https://verafin.com/
Compusult Limited,Mount Pearl,"Compusult works on geospatial software and UGV robotics. Your GIS and robotics background is a direct match for their diverse projects. This role offers variety across defense, environmental, and assistive technology domains.",https://www.compusult.com/
Atlantiq.ai,St. John's,"Atlantiq.ai develops AI applications and virtual employees. Your general AI knowledge allows you to contribute to their varied product suite. This is a startup environment focused on practical AI deployment.",https://www.propelict.com/ecosystem-members/atlantiq-ai
Avalon Holographics,St. John's,"Avalon is building true holographic displays, a massive challenge in light field rendering. Your understanding of 3D geometry and rendering pipelines is highly relevant. This is a deep-tech role pushing the boundaries of display technology.",https://avalonholographics.com/
Rutter Inc.,St. John's,"Rutter specializes in radar signal processing for ice and oil detection. Your knowledge of remote sensing and image processing applies to their radar data analysis. This role is critical for marine safety in harsh environments.",https://rutter.ca/
eDNAtec Inc.,St. John's,"eDNAtec uses genomics for environmental monitoring. While bio-focused, their need for bioinformatics and data pipelines matches your data engineering skills. This role applies big data tech to environmental DNA analysis.",https://ednatec.com/
Mysa Smart Thermostats,St. John's,"Mysa uses AI for smart home energy optimization. Your control theory background is relevant to their heating algorithms. This is a consumer-facing IoT role with a green energy impact.",https://getmysa.com/
Eigen Innovations,Fredericton,"Eigen uses thermal vision and AI for industrial inspection. Your computer vision expertise is directly applicable to their anomaly detection systems. This role applies deep learning to real-world manufacturing problems.",https://eigen.io/
